,audio_file,annotation_file,annotation,start_time,end_time,low_f,high_f,View,Low Freq (Hz),Annotation,Selection,Begin Time (s),End Time (s),Channel,High Freq (Hz)
918,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,208.531946269,208.649354642,2452.012,3938.08,Spectrogram 1,,,1,,,1,
919,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKAI,353.355174208,353.50682669,2303.406,3715.17,Spectrogram 1,,,2,,,1,
920,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,358.892935795,359.020128199,2303.406,3640.867,Spectrogram 1,,,3,,,1,
921,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKAI,362.625543649,362.7674121,2229.102,3715.17,Spectrogram 1,,,4,,,1,
922,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,366.025494447,366.182038944,2377.709,3789.474,Spectrogram 1,,,5,,,1,
923,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKAI,369.034084002,369.210196561,2377.709,3566.563,Spectrogram 1,,,6,,,1,
924,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,372.062241619,372.223678132,2154.799,3789.474,Spectrogram 1,,,7,,,1,
925,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,375.315431951,375.471976448,2229.102,3715.17,Spectrogram 1,,,8,,,1,
926,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,378.426753832,378.59308236,2452.012,3789.474,Spectrogram 1,,,9,,,1,
927,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,382.103103508,382.269432036,2377.709,3640.867,Spectrogram 1,,,10,,,1,
928,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,385.630246709,385.786791206,2154.799,3715.17,Spectrogram 1,,,11,,,1,
929,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,390.693482789,390.859811318,2229.102,3789.474,Spectrogram 1,,,12,,,1,
930,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,394.264654131,394.401630566,2154.799,3640.867,Spectrogram 1,,,13,,,1,
931,./audio_data\Original_data\PIKARU8_20240725_093002.wav,./raven_data\Original_data\PIKARU8_20240725_093002.Table.1.selections.txt,PIKA,405.83916289,405.92721917,2154.799,3269.35,Spectrogram 1,,,14,,,1,
932,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,42.080384182,42.197452244,1525.424,2949.153,Spectrogram 1,,,1,,,1,
933,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,108.464905074,108.578314759,2033.898,3355.932,Spectrogram 1,,,2,,,1,
934,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,112.342784632,112.45253594,2033.898,3661.017,Spectrogram 1,,,3,,,1,
935,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,116.074329113,116.184080421,1932.203,3661.017,Spectrogram 1,,,4,,,1,
936,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,120.131469141,120.241220449,1728.814,3559.322,Spectrogram 1,,,5,,,1,
937,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,124.022736152,124.12151233,1830.508,3762.712,Spectrogram 1,,,6,,,1,
938,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,128.109143196,128.218894504,2033.898,3661.017,Spectrogram 1,,,7,,,1,
939,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,133.049781256,133.144899056,2033.898,3661.017,Spectrogram 1,,,8,,,1,
940,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,138.200775989,138.310527298,1728.814,3559.322,Spectrogram 1,,,9,,,1,
941,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,143.684683025,143.794434333,1932.203,3559.322,Spectrogram 1,,,10,,,1,
942,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,323.230506565,323.310990858,1627.119,3152.542,Spectrogram 1,,,11,,,1,
943,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,384.501003583,384.610754891,1423.729,3050.847,Spectrogram 1,,,12,,,1,
944,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,451.965132763,452.049275433,1830.508,3559.322,Spectrogram 1,,,13,,,1,
945,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,457.046618335,457.127102628,1830.508,3661.017,Spectrogram 1,,,14,,,1,
946,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,470.46188658,470.560662757,1932.203,3559.322,Spectrogram 1,,,15,,,1,
947,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,473.498339441,473.575165357,1932.203,3457.627,Spectrogram 1,,,16,,,1,
948,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKAI,477.562796223,477.665230778,1728.814,3457.627,Spectrogram 1,,,17,,,1,
949,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKAI,545.670491455,545.773965981,1932.203,3457.627,Spectrogram 1,,,18,,,1,
950,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,560.719737449,560.869730904,2135.593,3355.932,Spectrogram 1,,,20,,,1,
951,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,564.400064653,564.513474338,2033.898,3559.322,Spectrogram 1,,,21,,,1,
952,./audio_data\Original_data\PIKARU9_20240720_102002.wav,./raven_data\Original_data\PIKARU9_20240720_102002.Table.1.selections.txt,PIKA,582.754141769,582.8602347,2033.898,3661.017,Spectrogram 1,,,22,,,1,
953,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,21.737671036,21.83636787,1783.282,3120.743,Spectrogram 1,,,1,,,1,
954,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,36.48465187,36.582492181,1931.889,3120.743,Spectrogram 1,,,2,,,1,
955,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,53.393903572,53.462391789,1857.585,3046.44,Spectrogram 1,,,3,,,1,
956,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,66.582777458,66.656157691,2006.192,3343.653,Spectrogram 1,,,4,,,1,
957,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,174.284168503,174.342872689,2229.102,3640.867,Spectrogram 1,,,5,,,1,
958,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,278.87405254,278.96210882,1783.282,3269.35,Spectrogram 1,,,6,,,1,
959,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,283.342908733,283.438303036,2154.799,3938.08,Spectrogram 1,,,7,,,1,
960,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,287.19292496,287.302995309,2229.102,4012.384,Spectrogram 1,,,8,,,1,
961,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,290.772995198,290.866392987,2080.495,3938.08,Spectrogram 1,,,9,,,1,
962,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,295.163990953,295.253929564,1857.585,3343.653,Spectrogram 1,,,10,,,1,
963,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,299.278682422,299.356513913,1931.889,3195.046,Spectrogram 1,,,11,,,1,
964,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,305.159283933,305.263059254,2154.799,3566.563,Spectrogram 1,,,12,,,1,
965,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,310.937075997,311.034916308,2154.799,3566.563,Spectrogram 1,,,13,,,1,
966,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,322.988556271,323.059490496,2229.102,3343.653,Spectrogram 1,,,14,,,1,
967,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,354.302347719,354.392850007,2006.192,3566.563,Spectrogram 1,,,15,,,1,
968,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,358.193946078,358.262434296,2006.192,3566.563,Spectrogram 1,,,16,,,1,
969,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,361.182967571,361.288145905,2006.192,3492.26,Spectrogram 1,,,17,,,1,
970,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,364.891115348,364.993847674,1931.889,3566.563,Spectrogram 1,,,18,,,1,
971,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,367.883030222,367.983346366,2006.192,3417.957,Spectrogram 1,,,19,,,1,
972,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,371.176167068,371.273024034,1931.889,3343.653,Spectrogram 1,,,20,,,1,
973,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,374.573079235,374.676854556,1783.282,3566.563,Spectrogram 1,,,21,,,1,
974,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,378.20867464,378.312449961,1857.585,3566.563,Spectrogram 1,,,22,,,1,
975,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,382.864727366,382.971961864,2006.192,3566.563,Spectrogram 1,,,23,,,1,
976,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,469.573804639,469.683874988,2303.406,4235.294,Spectrogram 1,,,24,,,1,
977,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,494.693147862,494.751953877,1857.585,3269.35,Spectrogram 1,,,25,,,1,
978,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,506.384030114,506.440288293,1708.978,3120.743,Spectrogram 1,,,26,,,1,
979,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,527.018551646,527.121283973,1783.282,3492.26,Spectrogram 1,,,27,,,1,
980,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,550.954205438,551.026848163,2006.192,3492.26,Spectrogram 1,,,28,,,1,
981,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,554.916693104,555.011820481,2006.192,3343.653,Spectrogram 1,,,29,,,1,
982,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,557.791269489,557.879478512,2006.192,3269.35,Spectrogram 1,,,30,,,1,
983,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,561.158778649,561.241798905,2006.192,3195.046,Spectrogram 1,,,31,,,1,
984,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,564.419918104,564.521963837,1931.889,3417.957,Spectrogram 1,,,32,,,1,
985,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,567.965574898,568.058972687,1857.585,3417.957,Spectrogram 1,,,33,,,1,
986,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,571.531986755,571.615007012,1857.585,3566.563,Spectrogram 1,,,34,,,1,
987,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,579.718129977,579.794231878,1783.282,3492.26,Spectrogram 1,,,35,,,1,
988,./audio_data\Original_data\PIKARU9_20240724_125002.wav,./raven_data\Original_data\PIKARU9_20240724_125002.Table.1.selections.txt,PIKA,586.722964129,586.821550684,2080.495,3417.957,Spectrogram 1,,,36,,,1,
989,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKAI,2.306585325,2.406871644,1783.282,3640.867,Spectrogram 1,,,1,,,1,
990,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,6.281347949,6.371850236,1931.889,3492.26,Spectrogram 1,,,2,,,1,
991,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,9.649500646,9.752232972,1931.889,3715.17,Spectrogram 1,,,3,,,1,
992,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,13.709873541,13.805267844,1857.585,3789.474,Spectrogram 1,,,4,,,1,
993,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,17.295720929,17.396007247,1783.282,3863.777,Spectrogram 1,,,5,,,1,
994,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,22.190182473,22.317374877,2006.192,3492.26,Spectrogram 1,,,6,,,1,
995,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,24.010012253,24.112744579,1857.585,3492.26,Spectrogram 1,,,7,,,1,
996,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,27.238742507,27.351258864,1931.889,3417.957,Spectrogram 1,,,8,,,1,
997,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,32.020687693,32.128312035,1931.889,3566.563,Spectrogram 1,,,9,,,1,
998,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,36.773280787,36.885797144,1486.068,3046.44,Spectrogram 1,,,10,,,1,
999,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,39.445544274,39.553168615,1857.585,3417.957,Spectrogram 1,,,11,,,1,
1000,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,108.772943772,108.934380285,2154.799,3715.17,Spectrogram 1,,,12,,,1,
1001,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,112.63274403,112.803964574,2377.709,3715.17,Spectrogram 1,,,13,,,1,
1002,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,117.040450029,117.211670572,2303.406,3715.17,Spectrogram 1,,,14,,,1,
1003,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,121.575348431,121.75146099,2080.495,3715.17,Spectrogram 1,,,16,,,1,
1004,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,125.562341093,125.743345668,2303.406,3715.17,Spectrogram 1,,,17,,,1,
1005,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,130.043427324,130.195079806,2303.406,3863.777,Spectrogram 1,,,18,,,1,
1006,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,259.398102137,259.505726479,1931.889,3863.777,Spectrogram 1,,,19,,,1,
1007,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,263.39487883,263.502503172,1857.585,3863.777,Spectrogram 1,,,20,,,1,
1008,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,268.179270025,268.301570413,1857.585,4012.384,Spectrogram 1,,,21,,,1,
1009,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,284.905071144,284.993127424,1857.585,2674.923,Spectrogram 1,,,22,,,1,
1010,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA?,300.378516285,300.505708689,1783.282,2972.136,Spectrogram 1,,,23,,,1,
1011,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA?,295.35441633,295.447364625,1857.585,3269.35,Spectrogram 1,,,24,,,1,
1012,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,318.323652277,318.376241444,1931.889,3343.653,Spectrogram 1,,,25,,,1,
1013,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA?,435.482747309,435.524257437,1560.372,2972.136,Spectrogram 1,,,26,,,1,
1014,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,472.034449441,472.107829674,1783.282,3269.35,Spectrogram 1,,,27,,,1,
1015,./audio_data\Original_data\PIKARU9_20240725_162002.wav,./raven_data\Original_data\PIKARU9_20240725_162002.Table.1.selections.txt,PIKA,552.006673422,552.082499663,2080.495,3417.957,Spectrogram 1,,,28,,,1,
1016,./audio_data\Original_data\Pika_Camp recording_1.wav,./raven_data\Original_data\Pika_Camp_recording_1.Table.1.selections.txt,PIKA,19.225657294,19.329221022,2267.101,3986.971,Spectrogram 1,,,1,,,1,
1017,./audio_data\Original_data\Pika_Camp recording_1.wav,./raven_data\Original_data\Pika_Camp_recording_1.Table.1.selections.txt,PIKA,35.15023878,35.233665117,1915.309,3713.355,Spectrogram 1,,,2,,,1,
1018,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,1.578526575,1.684304129,1641.694,3752.443,Spectrogram 1,,,1,,,1,
1019,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,4.467067472,4.637938905,1798.046,4221.498,Spectrogram 1,,,2,,,1,
1020,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,10.358063556,10.528934989,1719.87,4221.498,Spectrogram 1,,,3,,,1,
1021,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,17.050528029,17.20919436,1954.397,4221.498,Spectrogram 1,,,4,,,1,
1022,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,18.787720935,18.869088284,1641.694,3048.86,Spectrogram 1,,,5,,,1,
1023,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,22.526550631,22.632328185,1954.397,3517.915,Spectrogram 1,,,6,,,1,
1024,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,24.975707843,25.146579276,1954.397,4299.674,Spectrogram 1,,,7,,,1,
1025,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,31.387454961,31.53391619,1719.87,4299.674,Spectrogram 1,,,8,,,1,
1026,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,35.463959157,35.545326506,1954.397,3361.564,Spectrogram 1,,,9,,,1,
1027,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,42.648696093,42.778883852,1641.694,4221.498,Spectrogram 1,,,11,,,1,
1028,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,52.465666776,52.591786167,1876.221,4299.674,Spectrogram 1,,,12,,,1,
1029,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,72.221659166,72.339641823,1798.046,4143.322,Spectrogram 1,,,13,,,1,
1030,./audio_data\Original_data\Pika_Camp_recording_2.wav,./raven_data\Original_data\Pika_Camp_recording_2.Table.1.selections.txt,PIKA,104.691299872,104.760462119,2736.156,3908.795,Spectrogram 1,,,14,,,1,
1031,./audio_data\Original_data\Pika_Camp_recording_3.wav,./raven_data\Original_data\Pika_Camp_recording_3.Table.1.selections.txt,PIKA,2.57934497,2.676985789,1954.397,3674.267,Spectrogram 1,,,1,,,1,
1032,./audio_data\Original_data\Pika_Camp_recording_3.wav,./raven_data\Original_data\Pika_Camp_recording_3.Table.1.selections.txt,PIKA,7.961795121,8.063504308,1798.046,3517.915,Spectrogram 1,,,2,,,1,
1033,./audio_data\Original_data\Pika_Camp_recording_3.wav,./raven_data\Original_data\Pika_Camp_recording_3.Table.1.selections.txt,PIKA,14.446772854,14.540345305,1954.397,3517.915,Spectrogram 1,,,3,,,1,
1034,./audio_data\Original_data\Pika_Camp_recording_3.wav,./raven_data\Original_data\Pika_Camp_recording_3.Table.1.selections.txt,PIKA,23.909795568,23.999299652,1954.397,3674.267,Spectrogram 1,,,4,,,1,
1035,./audio_data\Original_data\Pika_Camp_recording_3.wav,./raven_data\Original_data\Pika_Camp_recording_3.Table.1.selections.txt,PIKA,29.804860019,29.902500838,2032.573,3517.915,Spectrogram 1,,,5,,,1,
1036,./audio_data\Original_data\Pika_Camp_recording_3.wav,./raven_data\Original_data\Pika_Camp_recording_3.Table.1.selections.txt,PIKA,41.224767482,41.322408301,2110.749,3752.443,Spectrogram 1,,,6,,,1,
1037,./audio_data\Original_data\STE-038.wav,./raven_data\Original_data\STE-038.Table.1.selections.txt,PIKA,137.717260249,137.770981976,1337.461,2563.467,Spectrogram 1,,,1,,,1,
1038,./audio_data\Original_data\STE-038.wav,./raven_data\Original_data\STE-038.Table.1.selections.txt,PIKA,154.540901678,154.6106129,1263.158,2266.254,Spectrogram 1,,,2,,,1,
1039,./audio_data\Original_data\STE-038.wav,./raven_data\Original_data\STE-038.Table.1.selections.txt,PIKA,156.700726537,156.739862662,1226.006,2452.012,Spectrogram 1,,,3,,,1,
1040,./audio_data\Original_data\STE-038.wav,./raven_data\Original_data\STE-038.Table.1.selections.txt,PIKA,264.523806469,264.573949628,1188.854,2377.709,Spectrogram 1,,,4,,,1,
1041,./audio_data\Original_data\STE-038.wav,./raven_data\Original_data\STE-038.Table.1.selections.txt,PIKA,435.912336975,435.964224635,1263.158,2600.619,Spectrogram 1,,,5,,,1,
1042,./audio_data\Original_data\STE-039.wav,./raven_data\Original_data\STE-039.Table.1.selections.txt,PIKA,7.169568073,7.238056291,1486.068,3715.17,Spectrogram 1,,,1,,,1,
1043,./audio_data\Original_data\STE-039.wav,./raven_data\Original_data\STE-039.Table.1.selections.txt,PIKA,50.267321994,50.323274422,965.944,2600.619,Spectrogram 1,,,2,,,1,
